TTPIA A/V Box,format,TTPIAavid,NORMALIZED_CALL_NO,ttpia reel #,#,of,#,BIB_ID,date / range,extent,medium,new title,creator,description note,TITLE,reformatting note,,YYYY,,MM,,DD,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1714 FRAME NA,1714,01,of,01,26325,1977,(1 TAPE),audio,"press conference with tt high commissioner adrian p. winkel, august 13, 1977.",,,"PRESS CONFERENCE WITH TT HIGH COMMISSIONER ADRIAN P. WINKEL, AUGUST 13, 1977.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1715 FRAME NA,1715,01,of,01,26326,1977,(1 TAPE),audio,"press conference with acting tt high commissioner j. boyd mckenzie held on may 12, 1977.",,,"PRESS CONFERENCE WITH ACTING TT HIGH COMMISSIONER J. BOYD MCKENZIE HELD ON MAY 12, 1977.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1716 FRAME NA,1716,01,of,02,26327,1976,"(2 TAPES, 2 CC, 2 PARTS)",audio,"Interview with undp rep. robert trusk, cong. ray setik and philip chamberlain on the comprehensive 5 years develop- ment plan, 1/21/76.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW W/UNDP REP. ROBERT TRUSK, CONG. RAY SETIK AND PHILIP CHAMBERLAIN ON THE COMPREHENSIVE 5 YEARS DEVELOP- MENT PLAN, 1/21/76.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1716 FRAME NA,1716,02,of,02,26327,1976,"(2 TAPES, 2 CC, 2 PARTS)",audio,"Interview with undp rep. robert trusk, cong. ray setik and philip chamberlain on the comprehensive 5 years develop- ment plan, 1/21/76.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW W/UNDP REP. ROBERT TRUSK, CONG. RAY SETIK AND PHILIP CHAMBERLAIN ON THE COMPREHENSIVE 5 YEARS DEVELOP- MENT PLAN, 1/21/76.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1729 FRAME NA,1729,01,of,01,26340,1976,(1 TAPE),audio,statement by f. haydon williams at close of 8th round of talks in saipan - last meeting with jcfs to be replaced by the cfps&t.,,,STATEMENT BY F. HAYDON WILLIAMS AT CLOSE OF 8TH ROUND OF TALKS IN SAIPAN - LAST MEETING WITH JCFS TO BE REPLACED BY THE CFPS&T.,,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1730 FRAME NA,1730,01,of,02,26341,,"(2 TAPES, 2 CC)",audio,recording of political status hearings on tinian not reviewed by archives because of slow tape speed. 15/16 1 ps. undated.,,,RECORDING OF POLITICAL STATUS HEARINGS ON TINIAN NOT REVIEWED BY ARCHIVES BECAUSE OF SLOW TAPE SPEED. 15/16 1 PS. UNDATED.,,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1730 FRAME NA,1730,02,of,02,26341,,"(2 TAPES, 2 CC)",audio,recording of political status hearings on tinian not reviewed by archives because of slow tape speed. 15/16 1 ps. undated.,,,RECORDING OF POLITICAL STATUS HEARINGS ON TINIAN NOT REVIEWED BY ARCHIVES BECAUSE OF SLOW TAPE SPEED. 15/16 1 PS. UNDATED.,,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1731 FRAME NA,1731,01,of,01,26342,1974,(1 TAPE),audio,"compaign speech by carl heine for election to the micronesian constitutional convention, june 4, 1974. in marshallese.",,,"COMPAIGN SPEECH BY CARL HEINE FOR ELECTION TO THE MICRONESIAN CONSTITUTIONAL CONVENTION, JUNE 4, 1974. IN MARSHALLESE.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1732 FRAME NA,1732,01,of,02,26343,1972,"(2 MBS TAPES, 2 CC)",audio,"opening and closing statements at political status talks in koror, palau, april 3, 1972. williams (u. s.) and salii (jcfs).",,,"OPENING AND CLOSING STATEMENTS AT POLITICAL STATUS TALKS IN KOROR, PALAU, APRIL 3, 1972. WILLIAMS (U. S.) AND SALII (JCFS).",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1732 FRAME NA,1732,02,of,02,26343,1972,"(2 MBS TAPES, 2 CC)",audio,"opening and closing statements at political status talks in koror, palau, april 3, 1972. williams (u. s.) and salii (jcfs).",,,"OPENING AND CLOSING STATEMENTS AT POLITICAL STATUS TALKS IN KOROR, PALAU, APRIL 3, 1972. WILLIAMS (U. S.) AND SALII (JCFS).",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1733 FRAME NA,1733,01,of,01,26344,1971,"(TOTAL 5 MINUTES, 1 TAPE)",audio,"mbs radio releases from political status talks in maui, hawaii in oct. 1971.",,,"MBS RADIO RELEASES FROM POLITICAL STATUS TALKS IN MAUI, HAWAII IN OCT. 1971.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1734 FRAME NA,1734,01,of,01,26345,1978,(1 MNS TAPE),audio,"closing statements by delegations to the guam round-table talks, august 10, 1978 on future political status.",,,"CLOSING STATEMENTS BY DELEGATIONS TO THE GUAM ROUND-TABLE TALKS, AUGUST 10, 1978 ON FUTURE POLITICAL STATUS.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1735 FRAME NA,1735,01,of,03,26346,1977,"(3 TAPES, 3 CC 1977",audio,"micronesia news services telephone reports from honolulu round-table talks between 3 states commissioners, u. s. and ttpi on future political status, may 20-22, 1977.",,,"MICRONESIA NEWS SERVICES TELEPHONE REPORTS FROM HONOLULU ROUND-TABLE TALKS BETWEEN 3 STATES COMMISSIONERS, U. S. AND TTPI ON FUTURE POLITICAL STATUS, MAY 20-22, 1977.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1735 FRAME NA,1735,02,of,03,26346,1977,"(3 TAPES, 3 CC 1977",audio,"micronesia news services telephone reports from honolulu round-table talks between 3 states commissioners, u. s. and ttpi on future political status, may 20-22, 1977.",,,"MICRONESIA NEWS SERVICES TELEPHONE REPORTS FROM HONOLULU ROUND-TABLE TALKS BETWEEN 3 STATES COMMISSIONERS, U. S. AND TTPI ON FUTURE POLITICAL STATUS, MAY 20-22, 1977.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1735 FRAME NA,1735,03,of,03,26346,1977,"(3 TAPES, 3 CC 1977",audio,"micronesia news services telephone reports from honolulu round-table talks between 3 states commissioners, u. s. and ttpi on future political status, may 20-22, 1977.",,,"MICRONESIA NEWS SERVICES TELEPHONE REPORTS FROM HONOLULU ROUND-TABLE TALKS BETWEEN 3 STATES COMMISSIONERS, U. S. AND TTPI ON FUTURE POLITICAL STATUS, MAY 20-22, 1977.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1736 FRAME NA,1736,01,of,01,26347,1969,(1 TAPE),audio,"press conference with mr. f. hayden williams, 1st visit to the ttpi. undated but possibly 1969.",,,"PRESS CONFERENCE WITH MR. F. HAYDEN WILLIAMS, 1ST VISIT TO THE TTPI. UNDATED BUT POSSIBLY 1969.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1737 FRAME NA,1737,01,of,01,26348,1976,(1 TAPE),audio,"address by director of territorial affairs fred m. zeder to the joint session of congess of micronesia, july 26, 1976.",,,"ADDRESS BY DIRECTOR OF TERRITORIAL AFFAIRS FRED M. ZEDER TO THE JOINT SESSION OF CONGESS OF MICRONESIA, JULY 26, 1976.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1738 FRAME NA,1738,01,of,10,26349,1975,(TAPES 4 & 7 MISSING) (10 TAPES),audio,"recording of a public meeting on tinian (undated, possibly jan. 1975) omsn and marianas political status commission discussing the proposed cnmi government.",,,"RECORDING OF A PUBLIC MEETING ON TINIAN (UNDATED, POSSIBLY JAN. 1975) OMSN AND MARIANAS POLITICAL STATUS COMMISSION DISCUSSING THE PROPOSED CNMI GOVERNMENT.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1738 FRAME NA,1738,02,of,10,26349,1975,(TAPES 4 & 7 MISSING) (10 TAPES),audio,"recording of a public meeting on tinian (undated, possibly jan. 1975) omsn and marianas political status commission discussing the proposed cnmi government.",,,"RECORDING OF A PUBLIC MEETING ON TINIAN (UNDATED, POSSIBLY JAN. 1975) OMSN AND MARIANAS POLITICAL STATUS COMMISSION DISCUSSING THE PROPOSED CNMI GOVERNMENT.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1738 FRAME NA,1738,03,of,10,26349,1975,(TAPES 4 & 7 MISSING) (10 TAPES),audio,"recording of a public meeting on tinian (undated, possibly jan. 1975) omsn and marianas political status commission discussing the proposed cnmi government.",,,"RECORDING OF A PUBLIC MEETING ON TINIAN (UNDATED, POSSIBLY JAN. 1975) OMSN AND MARIANAS POLITICAL STATUS COMMISSION DISCUSSING THE PROPOSED CNMI GOVERNMENT.",,.,,,,,,
RR5 03,"5.25x5.25""",,MFILM V10001 REEL 1738 FRAME NA,1738,04,of,10,26349,1975,(TAPES 4 & 7 MISSING) (10 TAPES),audio,"recording of a public meeting on tinian (undated, possibly jan. 1975) omsn and marianas political status commission discussing the proposed cnmi government.",,,"RECORDING OF A PUBLIC MEETING ON TINIAN (UNDATED, POSSIBLY JAN. 1975) OMSN AND MARIANAS POLITICAL STATUS COMMISSION DISCUSSING THE PROPOSED CNMI GOVERNMENT.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1738 FRAME NA,1738,05,of,10,26349,1975,(TAPES 4 & 7 MISSING) (10 TAPES),audio,"recording of a public meeting on tinian (undated, possibly jan. 1975) omsn and marianas political status commission discussing the proposed cnmi government.",,,"RECORDING OF A PUBLIC MEETING ON TINIAN (UNDATED, POSSIBLY JAN. 1975) OMSN AND MARIANAS POLITICAL STATUS COMMISSION DISCUSSING THE PROPOSED CNMI GOVERNMENT.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1738 FRAME NA,1738,06,of,10,26349,1975,(TAPES 4 & 7 MISSING) (10 TAPES),audio,"recording of a public meeting on tinian (undated, possibly jan. 1975) omsn and marianas political status commission discussing the proposed cnmi government.",,,"RECORDING OF A PUBLIC MEETING ON TINIAN (UNDATED, POSSIBLY JAN. 1975) OMSN AND MARIANAS POLITICAL STATUS COMMISSION DISCUSSING THE PROPOSED CNMI GOVERNMENT.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1738 FRAME NA,1738,07,of,10,26349,1975,(TAPES 4 & 7 MISSING) (10 TAPES),audio,"recording of a public meeting on tinian (undated, possibly jan. 1975) omsn and marianas political status commission discussing the proposed cnmi government.",,,"RECORDING OF A PUBLIC MEETING ON TINIAN (UNDATED, POSSIBLY JAN. 1975) OMSN AND MARIANAS POLITICAL STATUS COMMISSION DISCUSSING THE PROPOSED CNMI GOVERNMENT.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1738 FRAME NA,1738,08,of,10,26349,1975,(TAPES 4 & 7 MISSING) (10 TAPES),audio,"recording of a public meeting on tinian (undated, possibly jan. 1975) omsn and marianas political status commission discussing the proposed cnmi government.",,,"RECORDING OF A PUBLIC MEETING ON TINIAN (UNDATED, POSSIBLY JAN. 1975) OMSN AND MARIANAS POLITICAL STATUS COMMISSION DISCUSSING THE PROPOSED CNMI GOVERNMENT.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1738 FRAME NA,1738,09,of,10,26349,1975,(TAPES 4 & 7 MISSING) (10 TAPES),audio,"recording of a public meeting on tinian (undated, possibly jan. 1975) omsn and marianas political status commission discussing the proposed cnmi government.",,,"RECORDING OF A PUBLIC MEETING ON TINIAN (UNDATED, POSSIBLY JAN. 1975) OMSN AND MARIANAS POLITICAL STATUS COMMISSION DISCUSSING THE PROPOSED CNMI GOVERNMENT.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1738 FRAME NA,1738,10,of,10,26349,1975,(TAPES 4 & 7 MISSING) (10 TAPES),audio,"recording of a public meeting on tinian (undated, possibly jan. 1975) omsn and marianas political status commission discussing the proposed cnmi government.",,,"RECORDING OF A PUBLIC MEETING ON TINIAN (UNDATED, POSSIBLY JAN. 1975) OMSN AND MARIANAS POLITICAL STATUS COMMISSION DISCUSSING THE PROPOSED CNMI GOVERNMENT.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1741 FRAME NA,1741,01,of,02,26352,,(2 TAPES),audio,political education radio spots on the organization of the trust territory government.,,,POLITICAL EDUCATION RADIO SPOTS ON THE ORGANIZATION OF THE TRUST TERRITORY GOVERNMENT.,,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1741 FRAME NA,1741,02,of,02,26352,,(2 TAPES),audio,political education radio spots on the organization of the trust territory government.,,,POLITICAL EDUCATION RADIO SPOTS ON THE ORGANIZATION OF THE TRUST TERRITORY GOVERNMENT.,,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1742 FRAME NA,1742,01,of,02,26353,,,audio,"political education program (in marshallese) defining commonwealth as a political status (undated, 17 minutes) and origins of political parties (12 minutes).",,,"POLITICAL EDUCATION PROGRAM (IN MARSHALLESE) DEFINING COMMONWEALTH AS A POLITICAL STATUS (UNDATED, 17 MINUTES) AND ORIGINS OF POLITICAL PARTIES (12 MINUTES).",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1742 FRAME NA,1742,02,of,02,26353,,,audio,"political education program (in marshallese) defining commonwealth as a political status (undated, 17 minutes) and origins of political parties (12 minutes).",,,"POLITICAL EDUCATION PROGRAM (IN MARSHALLESE) DEFINING COMMONWEALTH AS A POLITICAL STATUS (UNDATED, 17 MINUTES) AND ORIGINS OF POLITICAL PARTIES (12 MINUTES).",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1744 FRAME NA,1744,01,of,01,26355,1972,(1 TAPE),audio,interview with senator lazarus salii on future political status.,,,INTERVIEW WITH SENATOR LAZARUS SALII ON FUTURE POLITICAL STATUS.,,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1745 FRAME NA,1745,01,of,03,26356,1973,"(3 TAPES, 3 CC)",audio,"3 tapes (2-4) of a discussion sponsored by the micronesian seminar on the definition and role of sovereignty in micronesia, june 4-5, 1973.",,,"3 TAPES (2-4) OF A DISCUSSION SPONSORED BY THE MICRONESIAN SEMINAR ON THE DEFINITION AND ROLE OF SOVEREIGNTY IN MICRONESIA, JUNE 4-5, 1973.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1745 FRAME NA,1745,02,of,03,26356,1973,"(3 TAPES, 3 CC)",audio,"3 tapes (2-4) of a discussion sponsored by the micronesian seminar on the definition and role of sovereignty in micronesia, june 4-5, 1973.",,,"3 TAPES (2-4) OF A DISCUSSION SPONSORED BY THE MICRONESIAN SEMINAR ON THE DEFINITION AND ROLE OF SOVEREIGNTY IN MICRONESIA, JUNE 4-5, 1973.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1745 FRAME NA,1745,03,of,03,26356,1973,"(3 TAPES, 3 CC)",audio,"3 tapes (2-4) of a discussion sponsored by the micronesian seminar on the definition and role of sovereignty in micronesia, june 4-5, 1973.",,,"3 TAPES (2-4) OF A DISCUSSION SPONSORED BY THE MICRONESIAN SEMINAR ON THE DEFINITION AND ROLE OF SOVEREIGNTY IN MICRONESIA, JUNE 4-5, 1973.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1746 FRAME NA,1746,01,of,06,26357,1975,"(6 TAPES, 6 CC)",audio,"series of radio program (political education) on the cnmi covenant (understanding the covenant) in english, chammorros and carolinian.",,,"SERIES OF RADIO PROGRAM (POLITICAL EDUCATION) ON THE CNMI COVENANT (UNDERSTANDING THE COVENANT) IN ENGLISH, CHAMMORROS AND CAROLINIAN.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1746 FRAME NA,1746,02,of,06,26357,1975,"(6 TAPES, 6 CC)",audio,"series of radio program (political education) on the cnmi covenant (understanding the covenant) in english, chammorros and carolinian.",,,"SERIES OF RADIO PROGRAM (POLITICAL EDUCATION) ON THE CNMI COVENANT (UNDERSTANDING THE COVENANT) IN ENGLISH, CHAMMORROS AND CAROLINIAN.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1746 FRAME NA,1746,03,of,06,26357,1975,"(6 TAPES, 6 CC)",audio,"series of radio program (political education) on the cnmi covenant (understanding the covenant) in english, chammorros and carolinian.",,,"SERIES OF RADIO PROGRAM (POLITICAL EDUCATION) ON THE CNMI COVENANT (UNDERSTANDING THE COVENANT) IN ENGLISH, CHAMMORROS AND CAROLINIAN.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1746 FRAME NA,1746,04,of,06,26357,1975,"(6 TAPES, 6 CC)",audio,"series of radio program (political education) on the cnmi covenant (understanding the covenant) in english, chammorros and carolinian.",,,"SERIES OF RADIO PROGRAM (POLITICAL EDUCATION) ON THE CNMI COVENANT (UNDERSTANDING THE COVENANT) IN ENGLISH, CHAMMORROS AND CAROLINIAN.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1746 FRAME NA,1746,05,of,06,26357,1975,"(6 TAPES, 6 CC)",audio,"series of radio program (political education) on the cnmi covenant (understanding the covenant) in english, chammorros and carolinian.",,,"SERIES OF RADIO PROGRAM (POLITICAL EDUCATION) ON THE CNMI COVENANT (UNDERSTANDING THE COVENANT) IN ENGLISH, CHAMMORROS AND CAROLINIAN.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1746 FRAME NA,1746,06,of,06,26357,1975,"(6 TAPES, 6 CC)",audio,"series of radio program (political education) on the cnmi covenant (understanding the covenant) in english, chammorros and carolinian.",,,"SERIES OF RADIO PROGRAM (POLITICAL EDUCATION) ON THE CNMI COVENANT (UNDERSTANDING THE COVENANT) IN ENGLISH, CHAMMORROS AND CAROLINIAN.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1776 FRAME NA,1776,01,of,01,26367,1977,"(POLITICAL STATUS) (PART 2, PART 1 MISSING)",audio,"Interview with president tosiwo nakayama and speaker bethwel henry, december 22 1977.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH PRESIDENT TOSIWO NAKAYAMA AND SPEAKER BETHWEL HENRY, DECEMBER 22 1977.",,.,,,,,,
RR5 04,"5.25x5.25""",,MFILM V10001 REEL 1782 FRAME NA,1782,01,of,02,26373,1978,(1 TAPE),audio,"Interview with ambassador peter r. rosenblatt, u. s. negotiator political status. december 8, 1978.",ESG Dialog for Micronesia,,"DIALOGUE FOR MICRONESIA, POLITICAL EDUCATION, INTERVIEW W/AMBASSADOR PETER R. ROSENBLATT, U. S. NEGOTIATOR POLITICAL STATUS. DECEMBER 8, 1978.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1782 FRAME NA,1782,02,of,02,26373,1978,(1 TAPE),audio,"Interview with ambassador peter r. rosenblatt, u. s. negotiator political status. december 8, 1978.",ESG Dialog for Micronesia,,"DIALOGUE FOR MICRONESIA, POLITICAL EDUCATION, INTERVIEW W/AMBASSADOR PETER R. ROSENBLATT, U. S. NEGOTIATOR POLITICAL STATUS. DECEMBER 8, 1978.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1783 FRAME NA,1783,01,of,01,26374,1976,(1 TAPE),audio,"interview with ambassador philip w. manhard, acting presidential rep- resentative to status negotiations, sept. 18, 1976, in truk.",,,"INTERVIEW WITH AMBASSADOR PHILIP W. MANHARD, ACTING PRESIDENTIAL REP- RESENTATIVE TO STATUS NEGOTIATIONS, SEPT. 18, 1976, IN TRUK.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1786 FRAME NA,1786,01,of,01,26377,1978,(1 TAPE),audio,"speeches given at the inauguration of the first governor of the cnmi, governor carlos c. camacho, january 9, 1978.",,,"SPEECHES GIVEN AT THE INAUGURATION OF THE FIRST GOVERNOR OF THE CNMI, GOVERNOR CARLOS C. CAMACHO, JANUARY 9, 1978.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1788 FRAME NA,1788,01,of,01,26379,1976,(1 TAPE),audio,"recording of a bi-lateral negotiating session between the marshall islands political status commission and the united states. undated except for january 22, possibly 1976.",,,"RECORDING OF A BI-LATERAL NEGOTIATING SESSION BETWEEN THE MARSHALL ISLANDS POLITICAL STATUS COMMISSION AND THE UNITED STATES. UNDATED EXCEPT FOR JANUARY 22, POSSIBLY 1976.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1789 FRAME NA,1789,01,of,01,26380,1974,(1 TAPE),audio,"questions from the trusteeship council to petitioners relating to the separation of the marianas. undated, possibly 1974.",,,"QUESTIONS FROM THE TRUSTEESHIP COUNCIL TO PETITIONERS RELATING TO THE SEPARATION OF THE MARIANAS. UNDATED, POSSIBLY 1974.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1792 FRAME NA,1792,01,of,04,26383,1973,"(4 TAPES, COPIES)(TAPE #2 MISSING) 17/8 & 15/16 SP) UNDATED, ABOUT 1973.",audio,"pub. hearings by joint comm. on future status & the marianas political commission, legislature, magistrate & public.",,,"PUB. HEARINGS BY JOINT COMM. ON FUTURE STATUS & THE MARIANAS POLITICAL COMMISSION, LEGISLATURE, MAGISTRATE & PUBLIC.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1792 FRAME NA,1792,02,of,04,26383,1973,"(4 TAPES, COPIES)(TAPE #2 MISSING) 17/8 & 15/16 SP) UNDATED, ABOUT 1973.",audio,"pub. hearings by joint comm. on future status & the marianas political commission, legislature, magistrate & public.",,,"PUB. HEARINGS BY JOINT COMM. ON FUTURE STATUS & THE MARIANAS POLITICAL COMMISSION, LEGISLATURE, MAGISTRATE & PUBLIC.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1792 FRAME NA,1792,03,of,04,26383,1973,"(4 TAPES, COPIES)(TAPE #2 MISSING) 17/8 & 15/16 SP) UNDATED, ABOUT 1973.",audio,"pub. hearings by joint comm. on future status & the marianas political commission, legislature, magistrate & public.",,,"PUB. HEARINGS BY JOINT COMM. ON FUTURE STATUS & THE MARIANAS POLITICAL COMMISSION, LEGISLATURE, MAGISTRATE & PUBLIC.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1792 FRAME NA,1792,04,of,04,26383,1973,"(4 TAPES, COPIES)(TAPE #2 MISSING) 17/8 & 15/16 SP) UNDATED, ABOUT 1973.",audio,"pub. hearings by joint comm. on future status & the marianas political commission, legislature, magistrate & public.",,,"PUB. HEARINGS BY JOINT COMM. ON FUTURE STATUS & THE MARIANAS POLITICAL COMMISSION, LEGISLATURE, MAGISTRATE & PUBLIC.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1794 FRAME NA,1794,01,of,02,26385,,(TAPES 2 & 4 ONLY)(UNDATED/MISSING REELS) ,audio,part of an interview w/dr. r. crocombe on land tenure/transfer customs in the south pacific countries. discussi0n of military land in micronesia.,,,PART OF AN INTERVIEW W/DR. R. CROCOMBE ON LAND TENURE/TRANSFER CUSTOMS IN THE SOUTH PACIFIC COUNTRIES. DISCUSSI0N OF MILITARY LAND IN MICRONESIA.,,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1794 FRAME NA,1794,02,of,02,26385,,(TAPES 2 & 4 ONLY)(UNDATED/MISSING REELS) ,audio,part of an interview w/dr. r. crocombe on land tenure/transfer customs in the south pacific countries. discussi0n of military land in micronesia.,,,PART OF AN INTERVIEW W/DR. R. CROCOMBE ON LAND TENURE/TRANSFER CUSTOMS IN THE SOUTH PACIFIC COUNTRIES. DISCUSSI0N OF MILITARY LAND IN MICRONESIA.,,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1799 FRAME NA,1799,01,of,01,26390,1978,(1 TAPE),audio,"marshallese radio program explaining free association with the united states. in marshallese language. undated, about 1978-1979.",,,"MARSHALLESE RADIO PROGRAM EXPLAINING FREE ASSOCIATION WITH THE UNITED STATES. IN MARSHALLESE LANGUAGE. UNDATED, ABOUT 1978-1979.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1800 FRAME NA,1800,01,of,01,26391,1979,"(1 TAPE)(UNDATED, AROUND 1979-1980. JAMES STOVALL FOR FSM.",audio,recording of bi-lateral pol. status talks between the cfps & t (fsm) & the u. s. discussion of financial aid under the compact.,,,RECORDING OF BI-LATERAL POL. STATUS TALKS BETWEEN THE CFPS & T (FSM) & THE U. S. DISCUSSION OF FINANCIAL AID UNDER THE COMPACT.,,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1804 FRAME NA,1804,01,of,01,26395,,(SONGS AND BACKGROUND) (1 TAPE),audio,recording of and undated palau fair.,,,RECORDING OF AND UNDATED PALAU FAIR.,,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1805 FRAME NA,1805,01,of,02,26396,,"(SPEED 15/16, NOT REVIEWED) (2 TAPES, 2 CC)",audio,recording of hearings of the mariana islands district legislature and james wilson concerning the early return of public land.,,,RECORDING OF HEARINGS OF THE MARIANA ISLANDS DISTRICT LEGISLATURE AND JAMES WILSON CONCERNING THE EARLY RETURN OF PUBLIC LAND.,,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1805 FRAME NA,1805,02,of,02,26396,,"(SPEED 15/16, NOT REVIEWED) (2 TAPES, 2 CC)",audio,recording of hearings of the mariana islands district legislature and james wilson concerning the early return of public land.,,,RECORDING OF HEARINGS OF THE MARIANA ISLANDS DISTRICT LEGISLATURE AND JAMES WILSON CONCERNING THE EARLY RETURN OF PUBLIC LAND.,,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1807 FRAME NA,1807,01,of,02,26398,,(2 TAPES),audio,"satirical fable ""seven cousins and cunning crocodile"" by senator john a. mangefel. 3 parts.",,,"SATIRICAL FABLE ""SEVEN COUSINS AND CUNNING CROCODILE"" BY SENATOR JOHN A. MANGEFEL. 3 PARTS.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1807 FRAME NA,1807,02,of,02,26398,,(2 TAPES),audio,"satirical fable ""seven cousins and cunning crocodile"" by senator john a. mangefel. 3 parts.",,,"SATIRICAL FABLE ""SEVEN COUSINS AND CUNNING CROCODILE"" BY SENATOR JOHN A. MANGEFEL. 3 PARTS.",,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1812 FRAME NA,1812,01,of,01,26403,,"(POOR QUALITY, 17/8 1PS) (1 TAPE)",audio,jim mcvey at a palau mariculture meeting.,,,JIM MCVEY AT A PALAU MARICULTURE MEETING.,,.,,,,,,
RR5 05,"5.25x5.25""",,MFILM V10001 REEL 1813 FRAME NA,1813,01,of,01,26404,1975,(1 TAPE),audio,"recording of the am session, august 13, 1975, pacific islands development commission. poor quality, speed 17/8.",,,"RECORDING OF THE AM SESSION, AUGUST 13, 1975, PACIFIC ISLANDS DEVELOPMENT COMMISSION. POOR QUALITY, SPEED 17/8.",,.,,,,,,
